1739	1	Хулиган открыл стрельбу на набережной Круазетт в Каннах.	На набережной Круазетт в Каннах злоумышленник открыл стрельбу.	1892
266	0	"Кристоф Вальц получил ""Оскар"" за лучшую мужскую роль второго плана."	Кристоф Вальц получил своего второго «Оскара».	448
1396	0	В Китае произошло сильное землетрясение: десятки погибших.	В Китае произошло мощное землетрясение.	1478
2192	1	«Яндекс» выпустил собственный мобильный браузер.	«Яндекс» представил мобильный браузер.	2395
543	1	У ЧОПа Геннадия Гудкова отобрали лицензию.	ЧОП Гудкова лишили лицензии.	565
6484	1	Еврокомиссия: санкции Запада против РФ не касаются ее атомной отрасли	Еврокомиссия заявила об отсутствии санкций в отношении атомной отрасли России	24657
948	1	Американца, отсидевшего 23 года в тюрьме, признали невиновным.	Американца признали невиновным после 23 лет тюремного заключения.	1005
4356	1	Южная Корея объявила о расширении зоны ПВО.	Южная Корея расширила зону противовоздушной обороны.	4709
6337	0	Возбуждено дело по факту взрыва на полигоне ВДВ под Псковом.	По факту подрыва военных на полигоне под Псковом возбудили дело.	3987
4576	0	Открытый в Грузии памятник Сталину уже осквернили.	Новый памятник Сталину в Грузии облили краской.	3331
6543	0	"Давыденко и Макарова снялись с ""Кубка Кремля""."	Николай Давыденко снялся с Кубка Кремля.	4098
5521	1	Биржевой курс доллара упал ниже 51 руб.	Курс доллара упал ниже 51 рубля	7194
6930	0	Найдено тело шестого погибшего при взрыве в подмосковной многоэтажке.	На месте взрыва в Подмосковье нашли тело седьмого погибшего.	4332
1951	1	ОТР сняло с эфира программу после шутки про развод В.Путина.	Общественное телевидение сняло программу с шуткой про развод Путина.	2125
434	1	Финансовая G20 решила отказаться от валютных войн.	G20 отказалась вести валютные войны.	449
1357	1	Прокуратура заподозрила экс-президента Бразилии в коррупции.	Экс-президента Бразилии заподозрили в причастности к коррупции.	1466
4163	1	Из развлекательного центра Уфы эвакуировали тысячу человек.	Из развлекательного центра в Уфе эвакуирована тысяча человек.	4504
6897	0	Задержан мэр Астрахани Михаил Столяров.	Задержан мэр Астрахани.	4325
1599	1	В Британии палата общин одобрила однополые браки.	Палата общин Великобритании одобрила однополые браки.	1734
6949	0	Самый сексуальный мужчина по версии People женится на модели.	Журнал People назвал самого сексуального мужчину планеты.	4355
891	0	"Плакат ""Долой царя Путина"" развернули активисты на Красной площади."	На Красной площади задержали оппозиционеров с баннером «Долой царя Путина».	894
2763	0	Ход конем: силовики провели обыски в банке Кирсана Илюмжинова.	Следователи обыскали банк Кирсана Илюмжинова.	2317
6577	0	Госдума готовит объединение Верховного и Высшего арбитражного судов.	Объединение двух высших судов назвали разрушительным.	4117
200	0	Срок бесплатной приватизации квартир продлен до 2015г.	Бесплатную приватизацию жилья продлят в последний раз.	385
95	0	В сирийском Алеппо найдено место массовой казни.	Повстанцы нашли в Алеппо место массовой казни.	181
1978	1	В Самарской области на военных складах прогремели взрывы.	На складах боеприпасов в Самарской области произошли взрывы.	2156
6093	1	"СМИ: ""Роснефть"" может создать газовую ""дочку"""	СМИ сообщили о возможной появлении у «Роснефти» газовой дочерней компании	24241
1287	1	Сбежавшего из России банкира поймали в австрийском лесу.	Сбежавшего от российской полиции банкира поймали в австрийском лесу.	1383
2127	1	При пожаре в Рижском замке пострадали реликвии.	Пожар в Рижском замке повредил национальные реликвии.	2322
776	0	В ЦАР лидер повстанцев отменил Конституцию и распустил парламент.	Самопровозглашенный президент ЦАР распустил парламент.	839
6141	0	"Суд признал законным ""косметическое"" дело против братьев Навальных."	Мосгорсуд признал законным возбуждение дела против братьев Навальных.	3899
6661	0	Аэропорт Лос-Анджелеса эвакуировали из-за стрельбы.	В аэропорту Лос-Анджелеса объявлена эвакуация из-за стрельбы.	4202
5736	0	"В Дагестане у боевиков нашли 13 ""поясов смертников"" и женские парики."	В Хасавюрте нашли 13 поясов смертников.	3792
595	0	Евгений Плющенко не выступит на чемпионате мира в Канаде.	Евгений Плющенко не попадет в Канаду.	739
3597	1	Тело российского бизнесмена нашли в колодце абхазского села.	В колодце абхазского села нашли убитого российского бизнесмена.	3907
6596	0	Чиновники отказали РЖД в 30 миллиардах рублей.	От РЖД отцепляют господдержку.	4134
4580	1	Кратер на Меркурии назвали Джоном Ленноном.	Кратер на Меркурии назвали в честь Джона Леннона.	4956
6312	1	Глава Крыма требует разобраться с воровством на объектах Коломойского	Аксенов потребовал разобраться с воровством на объектах Коломойского	24476
392	1	Объявлены номинанты премии за самое нелепое название книги.	Объявлены номинанты на самое глупое название книги.	407
2712	1	Прокуратура просит назначить информатору WikiLeaks 60 лет тюрьмы.	Обвинение попросило для информатора WikiLeaks 60 лет тюрьмы.	2970
5278	0	На LinkedIn подали в суд за воровство электронных адресов.	Пользователи обвинили LinkedIn в краже адресов электронной почты.	3554
387	1	В комитете по транспорту правительства Петербурга прошли обыски.	ФСБ обыскала комитет по транспорту Петербурга.	402
4835	0	Архангельского депутата обвиняют в убийстве бизнесмена.	Архангельского депутата обвинили в заказе убийства.	3443
4813	1	Lufthansa: большая часть обломков А320 эвакуированы с места крушения	Lufthansa: С места крушения А 320 собрана большая часть обломков	5290
1564	0	Единственная индийская женщина-солдат покончила с собой после похищения.	Первая в Индии женщина-солдат покончила с собой.	1656
1360	1	Власти США возмутил визит Бейонсе и Jay-Z на Кубу.	Американских законодателей возмутила поездка Бейонсе и Jay-Z на Кубу.	1469
753	0	Треть заключенных в камчатской ИК-6 объявили голодовку.	В камчатской колонии после драки объявили голодовку.	818
948	0	Индекс Dow Jones достиг исторического максимума.	Индекс Dow Jones обновил исторический максимум.	949
3478	1	Задержаны подозреваемые в ограблении олимпийской чемпионки С.Хоркиной.	Задержаны подозреваемые в ограблении Светланы Хоркиной.	3782
4333	0	В Канаде выбравшийся из магазина питон убил двух детей.	В Канаде сбежавший из зоомагазина питон задушил двух детей.	3105
2335	1	Владимир Путин повысил налог на дорогие автомобили.	Путин повысил налог на дорогие автомобили.	2542
6660	1	СМИ: вооруженные столкновения в Бурунди унесли жизни трех человек	Жертвами вооруженных столкновений в Бурунди стали три человека	24841
1818	0	Замглавы киевской милиции уволен из-за избиения журналистов.	Замглавы киевской милиции уволили из-за драки на митинге.	1872
973	1	В Китае сформировали новый состав Госсовета.	Китай сформировал новое правительство.	1032
1315	1	Правозащитники из Чувашии попросили Генпрокуратуру проверить Минюст.	Правозащитники попросили Генпрокуратуру проверить действия Минюста.	1416
178	1	"СКР опроверг связь умершего топ-менеджера с делом ""Оборонсервиса""."	СК опроверг связь умершего топ-менеджера с делом «Оборонсервиса».	182
4122	0	Выходкой Bloodhound Gang заинтересовалось МВД Украины.	МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.	3050
1177	0	За превышение скорости предложили лишать прав на два года.	В Госдуме предлагают лишать прав за превышение скорости.	1146
6938	0	"Духовного наставника ""Зенита"" заочно арестовали за педофилию."	Духовного наставника «Зенита» арестовали за педофилию.	4342
287	1	В Приморье школьницы снегом потушили Вечный огонь.	Школьницы в Приморском крае погасили Вечный огонь снежками.	300
2344	0	МВФ понизил прогноз роста ВВП России.	МВФ резко понизил прогноз по росту ВВП России.	2150
2250	0	Шведская принцесса Мадлен вышла замуж за американского бизнесмена.	Шведская принцесса Мадлен вышла замуж.	2129
152	1	Мэрилин Мэнсон передумал выступать в России.	Мэрилин Мэнсон отменил тур по России.	156
7030	1	Сотни инструкторов Пентагона отправились тренировать сирийскую оппозицию	Пентагон отправил 400 военных для обучения сирийской оппозиции	25262
4161	0	Пожар на нефтезаводе под Ангарском: 400 человек эвакуированы.	Под Иркутском из-за пожара на нефтехранилище эвакуировали 400 человек.	3062
4818	0	Полиция провела обыск в квартире вице-мэра Екатеринбурга.	В домах вице-мэров Екатеринбурга начались обыски.	3416
5894	1	Два человека попытались покончить с собой в московском метро	В московском метро два человека попытались покончить с собой	24031
3049	1	Глава Верховного суда РФ В.Лебедев госпитализирован в Гане после ДТП.	Глава Верховного суда России попал в ДТП в Гане.	3319
6652	1	Суд Нью-Йорка признал виновным российского программиста из Goldman Sachs	Присяжные в Нью-Йорке признали русского программиста виновным в краже данных	24832
3499	0	Глава Минздрава оказала первую медпомощь сотруднику Кремля.	Глава Минздрава оказала первую помощь сотруднику Кремля.	2769
1375	0	Полицейский с грузом наркотиков задержан в Подмосковье.	В Солнечногорске сержанта полиции задержали с наркотиками.	1461
901	1	"""Стрелок из Колорадо"" признал вину в массовом убийстве."	Колорадский стрелок решил признать вину.	954
3217	0	Полиция допросит Дмитрия Ливанова по делу о хищениях в МИСиС.	Ливанова допросят по делу о хищениях в МИСиС.	2630
6937	0	В Ирландии проведут референдум о легализации гей-браков.	Ирландия проведет референдум о гей-браках.	4340
3472	0	"У главы филиала ""РусГидро"" в Дагестане нашли склад оружия."	В доме главы дагестанского филиала «Русгидро» нашли оружие.	2746
6655	0	Следствие исключило теракт из версий крушения Bоeing в Казани.	Следствие исключило версию теракта в казанской катастрофе.	4190
6897	1	«Роснефть» раскрыла размер оклада Игоря Сечина	«Роснефть» раскрыла зарплату Сечина	25107
1390	0	На северо-востоке Москвы прогремел взрыв в 16-этажном жилом доме.	В московском жилом доме произошел взрыв.	1471
4819	0	В префектуре Фукусима произошло мощное землетрясение.	В районе АЭС «Фукусима» произошло землетрясение магнитудой 5,3.	3417
4147	1	Повстанцы казнили похищенного депутата сирийского парламента.	Повстанцы казнили депутата сирийского парламента.	4488
6736	1	В московском метро мужчина погиб под колесами поезда	Мужчина погиб под колесами поезда в московском метро	24923
6661	1	В результате ливней, обрушившихся на Австралию, погибли пять человек	Сильные ливни стали причиной гибели пяти человек в Австралии	24842
4680	0	В Махачкале убит судья Верховного суда Дагестана.	Названа основная версия убийства судьи Верховного суда Дагестана.	3357
6621	0	Страхование жилья станет добровольным, выгодным и вынужденным.	Страхование жилья в России будет добровольным и выгодным.	4164
2168	1	Спецслужбы США признали слежку за иностранцами через Интернет.	Разведка США призналась в слежке за иностранцами через интернет.	2367
1766	0	Половина россиян считают, что геев надо лечить.	Половина россиян потребовала лечить гомосексуалов.	1855
6714	0	Белоруссия намерена ввести налог на участие в дорожном движении.	Белорусских автомобилистов обложат пошлиной за участие в дорожном движении.	4235
7158	0	В России утвердили критерии запрещенной в Сети информации.	Власти утвердили критерии запрещенной информации в интернете.	4419
1246	1	Началась прямая линия с В.Путиным.	Началась «Прямая линия» с Путиным.	1335
1615	0	Китайские хакеры похитили военные секреты США.	Китайские хакеры украли секреты американской ПРО.	1712
1142	1	"""Синие ведерки"" заподозрили Павла Дурова в наезде на полицейского."	«Синие ведерки» заподозрили основателя «ВКонтакте» в наезде на гаишника.	1212
2922	0	МТС решила купить «Акадо».	"МТС подключается к ""Акадо""."	2487
6660	0	Спецназ в Киеве применил слезоточивый газ.	Милиция применила слезоточивый газ против демонстрантов в Киеве.	4198
1978	0	В Москве прогремел взрыв в жилом 12-этажном доме.	В жилом доме в Москве произошел взрыв газа.	1914
6330	0	Турция строит стену на границе с Сирией.	Турция начала строительство стены на границе с Сирией.	3981
484	0	Пятеро северокорейских рабочих погибли на стройке в Приморье.	На стройке во Владивостоке погибли пять северокорейских рабочих.	652
1343	0	РФ изменит соглашение с Францией об усыновлении из-за гей-браков.	Россия пересмотрит соглашения об усыновлении детей с Францией.	1421
5474	1	МЧС завершило работу по ликвидации последствий пожаров в Хакасии	МЧС завершило ликвидацию последствий пожаров в Хакасии	7145
2373	0	"Первый приговор по делу ""Военторга"" - 3,5 года и штраф в 300 тыс. руб."	Фигуранты дела о недвижимости «Военторга» получили по 3,5 года.	2161
38	0	При пожаре в ночном клубе в Бразилии погибли 245 человек.	При пожаре в бразильском ночном клубе погибли 90 человек.	62
2173	0	"СМИ: Новым куратором ""Сколково"" станет А.Фурсенко."	«Известия» назвали Фурсенко новым куратором «Сколково».	2006
1740	0	Ночная авария на МКАД: четыре жертвы.	Число жертв аварии на МКАД возросло.	1821
4119	1	Протестующие в Таиланде прорвались в штаб-квартиру армии.	Протестующие в Таиланде ворвались в штаб-квартиру армии.	4460
3317	1	СКР заподозрил экологов Greenpeace в покушении на суверенитет России.	СК заподозрил активистов Greenpeace в посягательстве на суверенитет РФ.	3609
5182	0	Итальянские министры из партии С.Берлускони сдали портфели.	Министры от партии Берлускони покинули правительство Италии.	3502
1135	1	Порошок в письме с угрозами министру обороны Южной Кореи оказался мукой.	В письме с угрозами министру обороны Южной Кореи оказалась мука.	1204
4463	0	Под Тулой в ДТП с участием пьяного полицейского погибли три человека.	В ДТП с участием нетрезвого полицейского погибли три человека.	3171
6733	1	Землетрясение магнитудой 4,8 произошло у берегов префектуры Фукусима	У берегов Фукусимы произошло землетрясение магнитудой 4,8	24920
1103	1	Москвичам обещают автобусы с держателями велосипедов.	В Москве появятся автобусы с держателями для велосипедов.	1166
539	0	Предполагаемому киллеру, застрелившему Акопяна, предъявили обвинение.	Предполагаемому убийце архитектора из Ленобласти предъявили обвинение.	688
763	0	Президент Аргентины попросила Папу вмешаться в спор о Фолклендах.	Президент Аргентины попросила нового папу вмешаться в фолклендский конфликт.	830
4076	0	Сирийские хакеры взломали домен Twitter и сайт The New York Times.	Сирийские хакеры взломали доменный регистр «Твиттера».	3017
34	1	В Ватикане перестали принимать платежи банковскими картами.	ЦБ Италии запретил платежи банковскими картами в Ватикане.	36
4067	1	Грузия подписала договор об ассоциации с ЕС.	Грузия парафировала соглашение об ассоциации с ЕС.	4404
467	1	Парламент Франции одобрил однополые браки.	Французский парламент признал законными однополые браки.	485
797	0	КНДР готовится нанести ракетный удар по США.	Северная Корея пригрозила ракетным ударом по США.	855
1739	0	Ларри Кинг будет беседовать с властью и оппозицией в эфире Russia Today.	Ларри Кинг стал ведущим Russia Today.	1812
861	1	В Гвинейском заливе затонуло судно с 166 пассажирами на борту.	В Гвинейском заливе затонуло судно со 166 людьми на борту.	908
3510	0	Армия Египта гарантировала демонстрантам право на протест.	Армия Египта гарантировала гражданам право на протест.	2770
2815	1	Научные работники РАН требуют отставки Д.Ливанова и О.Голодец.	Научные работники РАН потребовали отставки Ливанова и Голодец.	3077
4092	1	Опубликовано видео захвата судна Arctic Sunrise сотрудниками ФСБ.	Опубликовано видео захвата «Арктик Санрайз».	4431
5758	0	У закрывшегося тульского банка отозвали лицензию.	ЦБ лишил лицензии крупнейший тульский банк.	3811
845	1	"РПЦ предлагает ввести в школах предмет ""смысл жизни""."	РПЦ предложила ввести в школах предмет «Смысл жизни».	892
3710	1	Нобелевская премия по физике досталась первооткрывателям бозона Хиггса.	Нобелевскую премию по физике дали за бозон Хиггса.	4023
1568	0	Россия вновь попала в дюжину самых опасных стран для журналистов.	Россия сохранила место в рейтинге опасных для журналистов стран.	1668
6088	0	Японский регулятор проверит крупнейшие банки на связи с якудза.	Власти Японии проверят крупнейшие банки из-за кредитования якудза.	3872
357	1	Российские машиностроители отказались от помощи государства.	Машиностроители отказались от субсидий.	371
1637	0	Глава налогового ведомства США уволен после незаконных проверок оппозиции.	Глава налоговой службы США уволен за давление на консерваторов.	1743
1316	0	В США нашли тело студента, по ошибке обвиненного в бостонских терактах.	Заподозренного в бостонских терактах студента нашли мертвым.	1374
402	0	Топ-менеджера столичной подземки обвинили в хищениях 128 млн руб.	Топ-менеджера московского метро обвинили в хищении.	564
1096	1	«Роснефть» договорилась с ExxonMobil о совместной работе в Мексиканском заливе.	"""Роснефть"" вошла в Мексиканский залив."	1159
2624	1	Партии определились с кандидатами на пост глав Дагестана и Ингушетии.	Партии определились с кандидатами в главы Ингушетии и Дагестана.	2879
3629	0	"В ""новой"" Москве автобус с детьми попал в ДТП: 14 погибших."	В результате ДТП в новой Москве погибли 14 человек.	2811
5	1	Приставы соберут отпечатки пальцев российских должников.	Приставы снимут отпечатки пальцев у злостных неплательщиков.	6
2020	1	Убийцу главы МВД Дагестана посадили на 15 лет.	Убийца главы МВД Дагестана получил 15 лет.	2203
368	1	"""Единая Россия"" сохранила звание самой состоятельной партии."	"Звание самой богатой партии сохранила за собой ""Единая Россия""."	382
244	1	Стюардесса разбившегося во Внуково Ту-204 выписана из больницы.	Стюардесса разбившегося Ту-204 выписана из больницы.	250
1778	1	"Пожар обрушил сайт ""Почты России""."	Сайт «Почты России» вышел из строя после пожара.	1935
625	1	В Петербурге скончался кинорежиссер Алексей Герман - старший.	Скончался режиссер Алексей Герман-старший.	654
3034	1	В Подмосковье единый билет на общественный транспорт появится в 2014г.	В Подмосковье введут единый билет на общественный транспорт.	3304
3991	0	В Европе разоблачена сеть, занимавшаяся торговлей людьми.	В Европе раскрыли сеть торговцев людьми.	2978
6160	0	Мэр Ангарска объявил голодовку, требуя отставки прокурора города.	Глава Ангарска объявил голодовку из-за «прокурорского беспредела».	3911
4674	0	EY и Google названы самими привлекательными работодателями.	Google назван самым привлекательным работодателем мира.	3355
24	0	В Кот-Д`Ивуаре десятки человек погибли в давке на новогоднем салюте.	В давке у стадиона в Кот-д’Ивуаре погибли 60 человек.	19
1131	1	Швейцарские музыканты отказались выступать с Жераром Депардье.	Швейцарский оркестр отказался выступать с Депардье.	1199
3414	0	Власти Грузии восстановят памятник И.Сталину в Гори.	В Грузии восстановят памятник Сталину.	2721
6667	1	Взрывы и выстрелы были слышны ночью на окраинах Донецка и Горловки	Жители Донецка и Горловки ночью слышали взрывы и выстрелы	24850
5428	0	СК завел дело на Bloodhound Gang за надругательство над флагом РФ.	На музыкантов Bloodhound Gang завели дело по статье 282.	3582
72	0	"Защита двух фигурантов ""болотного дела"" подала жалобы в ЕСПЧ."	"Двое фигурантов ""болотного дела"" обратились в ЕСПЧ."	130
2826	0	В Москве пьяный узбек протаранил ворота и машину отдела МВД.	Пьяный узбек протаранил ворота отделения полиции в Москве.	2387
5634	0	"В ""Коммерсанте"" снова сменилась власть."	Владелец «Коммерсанта» подтвердил смену президента издательского дома.	3724
2932	1	"В Москве скончалась актриса ""Современника"" Лилия Толмачева."	Умерла актриса Лилия Толмачева.	3197
3726	1	Дочь Джона Кеннеди стала послом США в Японии.	Дочь Джона Кеннеди утвердили послом США в Японии.	4040
539	1	"В московский офис ""Русала"" пришли с обыском."	В офис «Русала» в Москве пришли с обыском.	561
84	0	Стали известны причины столкновения парома с пирсом в Нью-Йорке.	Причиной аварии парома в Нью-Йорке стала техническая неисправность.	164
2107	1	Революция в Instagram: приложение научилось записывать видео.	Instagram научился записывать видео.	2302
4348	1	"МИД Латвии возмущен песней О.Газманова ""Сделан в СССР""."	МИД Латвии осудил исполнение песни Газманова про СССР в Кремле.	4700
2190	0	"""Яндекс"" представил новую платформу ""Острова""."	"""Яндекс"" переходит на ""Острова""."	2064
1681	1	В Подмосковье свидетель кражи выпал из окна туалета УМВД.	В Подмосковье свидетель выпал из окна полиции.	1827
568	0	ЛДПР предлагает запретить иностранцам снимать фильмы в России.	Депутаты предложили запретить иностранцам снимать фильмы в России.	699
3280	0	Прокуратура обжаловала арест А.Навального.	Прокуратура обжаловала арест Навального и Офицерова.	2680
259	1	Заведено дело по факту подкупа свидетеля убийства Ю.Буданова.	Возбуждено дело о подкупе свидетеля убийства Буданова.	269
2537	1	"МЧС назвало возможные причины пожара в ""Останкино""."	В МЧС РФ назвали версии причин пожара в «Останкино».	2783
1513	0	"Маша Гессен увольняется с радио ""Свобода""."	Маша Гессен уволилась с «Радио Свобода».	1527
14	1	Мужчина из Подмосковья случайно убил жену в Новый год.	Житель Подмосковья случайно убил жену на новогоднем застолье.	15
147	1	Осужденному за взрыв на Манежной площади отменили приговор.	Верховный суд отменил приговор за взрыв на Манежной площади.	151
1138	0	Проректора МЭИ поймали на взятке.	Проректора МЭИ заподозрили в получении крупной взятки.	1080
1572	1	К продаже в России допущены более ста грузинских вин и коньяков.	Грузины получили сотню разрешений на продажу вина и воды в России.	1706
22	1	В Анголе в давке во время церковной службы погибли 10 человек.	В ходе давки на церковной службе в Анголе погибли 10 человек.	23
6297	1	"Итальянская Saipem готова работать над ""Турецким потоком"""	Итальянская Saipem подтвердила готовность строить «Турецкий поток»	24461
4160	1	Обвиняемый во взятке заммэра Ярославля арестован на два месяца.	Заместителя мэра Ярославля арестовали на два месяца.	4501
637	1	"""Пришельца с Сириуса"" приговорили к 11 годам колонии."	«Пришелец с Сириуса» получил 11 лет колонии.	666
4846	1	Япония обошла Китай в списке крупнейших держателей ценных бумаг США	Япония опередила Китай в рейтинге держателей внешнего долга США	5435
775	1	При строительстве трассы Москва - Петербург использовали ворованный песок.	При строительстве трассы Москва-Петербург использовали ворованный песок.	814
6247	0	Минтруд хочет разрешить тратить материнский капитал на открытие бизнеса.	Материнский капитал разрешат потратить на открытие бизнеса.	3937
5737	1	Президент РФ выразил соболезнования в связи с гибелью людей в Непале	Путин выразил соболезнования президенту Непала в связи с землетрясением	23860
4432	0	На Балтийской таможне в контейнере с бананами обнаружено 120 кг кокаина.	Таможенники нашли 120 килограммов кокаина в контейнере с бананами.	3155
206	0	На северо-западе Казахстана упало несколько горящих метеоритов.	На западе Казахстана упали неопознанные горящие объекты.	397
487	0	"Конгрессмену - соавтору ""закона Магнитского"" отказали в российской визе."	Инициатору «закона Магнитского» отказали в российской визе.	657
6184	0	Таиланд собрался обложить туристов налогом.	В Таиланде предложили ввести налог на туристов.	3915
4473	0	Двое сбежавших из автозака в Москве арестантов пойманы.	Задержан второй сбежавший из автозака в Москве арестант.	3192
4538	0	Прокуратура выявила крупное мошенничество с землей Минобороны.	Мошенничество с землями Минобороны.	3293
2042	0	"""Маленькая революция"" в Лермонтове завершилась делом против экс-мэра."	На бывшего мэра Лермонтова завели дело о воспрепятствовании выборам.	1942
3494	0	Президент Боливии: У меня не дрогнет рука закрыть посольство США.	Эво Моралес пригрозил закрыть посольство США в Боливии.	2768
1951	0	Госдепу неизвестно о новых поставках русских ракет в Сирию.	США опровергли данные о новых поставках российских ракет в Сирию.	1898
1149	0	"""Роснефть"" получит 30% на 20 участках ExxonMobil в Мексиканском заливе."	"""Роснефть"" вошла в Мексиканский залив."	1104
6618	1	Пушилин: встреча в Минске состоится в ближайшие 10 дней	ДНР анонсировала переговоры в Минске в ближайшие десять дней	24796
256	0	В Москве при пожаре в жилом доме погибли три человека.	При пожаре на севере Москвы погибли три человека.	442
2385	1	Европарламент лишил Марин Ле Пен неприкосновенности.	Европарламент лишил неприкосновенности Марин Ле Пен.	2597
136	0	Кехман рассказал об обысках в Михайловском театре и деле JFC.	В Михайловский театр пришли с обыском.	256
236	1	Жерар Депардье выступил против российских оппозиционеров.	Депардье раскритиковал российскую оппозицию.	242
5787	1	ТВ: число жертв землетрясения в Непале превысило 1,5 тысячи человек	Более 1,5 тысячи человек погибли в результате землетрясения в Непале	23914
675	1	Капитализация Московской биржи достигла $4,2 млрд в ходе IPO.	Московскую биржу в рамках IPO оценили в 4,2 миллиарда долларов.	707
133	1	Королева Нидерландов решила отречься от престола.	Королева Нидерландов отречется от престола.	137
6523	0	На главу ярославского облизбиркома завели дело о взятке.	На главу ярославского облизбиркома завели уголовное дело.	4042
2538	0	В школах Лос-Анджелеса на смену учебникам придут iPad.	Школьников Лос-Анджелеса перевели на iPad.	2236
1818	1	У Стаса Намина заберут Зеленый театр.	У Стаса Намина отберут Зеленый театр.	1982
276	1	СМИ: В Северной Корее введено военное положение.	В КНДР введено военное положение.	289
6339	1	Скончался гражданин Шри-Ланки, пострадавший при пожаре в Москве	Пострадавший при пожаре в Москве гражданин Шри-Ланки скончался 	24503
4830	0	Российским авиакомпаниям разрешат не кормить пассажиров на борту.	Российским авиакомпаниям предложили дать право не кормить пассажиров.	3435
1957	0	В кафе на востоке Москвы взорвался пожарный баллон, есть пострадавшие.	Около «Шоколадницы» на востоке Москвы взорвался газ.	1903
4133	0	МВД РФ возбудило дело об осквернении флага группой Bloodhound Gang.	МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.	3052
3411	0	Число жертв крушения поезда в Канаде достигло 50.	Число жертв крушения поезда в Канаде выросло до 20 человек.	2704
2556	0	Иеромонах Илия признал вину в гибели людей на Кутузовском проспекте.	Иеромонах Илия признал вину в ДТП с двумя погибшими.	2248
